,id,gender,masterCategory,subCategory,articleType,baseColour,season,year,usage,caption,ner_gender,ner_articleType,ner_color,ner_brand,ner_product_attributes,gender_match,articleType_match,color_match
20537,19163,men,Apparel,Topwear,tshirts,red,Summer,2011.0,Casual,United Colors of Benetton Men Solid Red TShirt,men,,red,,,True,False,True
20538,13459,men,Apparel,Topwear,shirts,blue,Summer,2011.0,Casual,United Colors of Benetton Men Check Blue Shirts,men,shirt,blue,,,True,False,True
20539,43329,women,Apparel,Topwear,tshirts,peach,Summer,2012.0,Casual,United Colors of Benetton Women Peach T-shirt,women,shirt,,united,,True,False,False
20540,2832,men,Footwear,Shoes,casual shoes,maroon,Summer,2012.0,Casual,Lee Cooper Men's Casual Brick Canvas Shoe,men,,,lee cooper,,True,False,False
20541,58553,women,Accessories,Eyewear,sunglasses,black,Winter,2016.0,Casual,Miami Blues Women Sunglasses,women,sunglass,,miami blue,,True,False,False
20542,33862,men,Footwear,Sandal,sports sandals,black,Winter,2012.0,Sports,Puma Men Black Helium Sports Sandals,men,sport sandal,black,puma,helium,True,False,True
20543,20449,women,Accessories,Bags,handbags,pink,Winter,2015.0,Casual,Baggit Women Double Taj Pink Handbag,women,handbag,pink,baggit,double taj,True,False,True
20544,25907,women,Apparel,Dress,dresses,purple,Summer,2012.0,Casual,Femella Women Purple Dress,women,dress,purple,femella,,True,False,True
20545,52069,men,Apparel,Topwear,tshirts,purple,Summer,2012.0,Casual,Myntra Men Purple Printed T-shirt,men,t shirt,purple,myntra,print -,True,False,True
20546,59481,women,Accessories,Jewellery,ring,silver,Fall,2012.0,Casual,Lucera Silver Chirsty Ring,,ring,silver,lucera,chirsty,False,True,True
20547,44930,men,Apparel,Bottomwear,jeans,blue,Summer,2012.0,Casual,Jack & Jones Men Blue Jeans,men,jean,blue,jack jones,,True,False,True
20548,39564,women,Footwear,Shoes,heels,black,Summer,2016.0,Casual,Catwalk Women Black Heels,women,heel,black,catwalk,,True,False,True
20549,52855,women,Accessories,Jewellery,earrings,green,Summer,2012.0,Casual,Adrika Green Earrings,,earring,green,adrika,,False,False,True
20550,5019,women,Apparel,Bottomwear,skirts,navy blue,Summer,2011.0,Casual,Levis Kids Girl's Betsy Navy Kidswear,girl,,,levis,,False,False,False
20551,53389,women,Apparel,Topwear,kurtas,orange,Summer,2012.0,Ethnic,Aurelia Women Orange Kurta,women,kurt,orange,aurelia,##a,True,False,True
20552,11900,men,Footwear,Shoes,formal shoes,black,Summer,2012.0,Formal,Franco Leone Men Formal Black Formal Shoes,men,formal shoe,black,franco leone,,True,False,True
20553,5825,men,Apparel,Topwear,tshirts,blue,Summer,2011.0,Sports,Puma Men's Heroes Graphic Blue T-shirt,men,t - shirt,blue,puma,s hero graphic,True,False,True
20554,57729,women,Personal Care,Lips,lip care,red,Spring,2017.0,,Lotus Herbals Cherry Lip Balm,,,,lotus,,False,False,False
20555,39756,boys,Apparel,Bottomwear,shorts,white,Summer,2012.0,Casual,Gini Jony Boys White Shorts,boys,short,white,gini jony,,True,False,True
20556,25309,women,Accessories,Watches,watches,pink,Winter,2016.0,Casual,CASIO Women Pink Dial Analogue Watch A534,women,watch,pink,casio,dial analogue,True,False,True
20557,19351,men,Footwear,Shoes,casual shoes,navy blue,Summer,2012.0,Casual,Numero Uno Men Navy Blue Shoes,men,,navy blue,numero uno,,True,False,True
20558,8706,men,Accessories,Eyewear,sunglasses,brown,Winter,2016.0,Casual,Fastrack Men Bikers Brown Sunglasses,men,sunglass,brown,fastrack,biker,True,False,True
20559,18283,women,Apparel,Topwear,kurtas,purple,Fall,2011.0,Ethnic,Aneri Women Cleo Purple Kurta,women,kurta,purple,aneri,cleo,True,False,True
20560,55842,women,Personal Care,Nails,nail polish,burgundy,Spring,2017.0,Casual,Colorbar Pro Dreamy Nail Lacquer 053,,,,colorbar,,False,False,False
20561,46469,men,Accessories,Watches,watches,blue,Winter,2016.0,Casual,Timex Men Blue Dial Chronograph Watch,men,watch,blue,timex,dial chronograph,True,False,True
20562,16319,men,Apparel,Topwear,tshirts,purple,Fall,2011.0,Casual,Peter England Men Printed Purple TShirt,men,,purple,peter england,,True,False,True
20563,28416,men,Accessories,Eyewear,sunglasses,metallic,Winter,2016.0,Casual,Idee Men Metallic Sunglasses,men,sunglass,metallic,idee,,True,False,True
20564,43927,women,Footwear,Shoes,heels,gold,Winter,2012.0,Casual,Catwalk Women Gold Heels,women,heel,gold,catwalk,,True,False,True
20565,34049,boys,Apparel,Topwear,shirts,white,Summer,2012.0,Casual,Gini and Jony Boys White Shirt,boys,shirt,white,gini jony,,True,False,True
20566,54990,women,Apparel,Dress,dresses,purple,Summer,2012.0,Casual,Femella Women Black & Purple Dress,women,dress,black,femella,purple,True,False,False
20567,58305,men,Accessories,Socks,socks,olive,Summer,2016.0,Sports,Jockey LCESCBRA Men Pack of 3 Socks 2004,men,,,jockey,,True,False,False
20568,39332,boys,Apparel,Topwear,tshirts,white,Summer,2012.0,Casual,Gini & Jony Boys White T-shirt,boys,shirt,white,gini jony,t -,True,False,True
20569,11558,women,Apparel,Topwear,kurtas,green,Summer,2011.0,Ethnic,W Women Printed Blue Kurtas,women,kurta,blue,,,True,False,False
20570,14816,women,Accessories,Bags,handbags,red,Summer,2011.0,Casual,United Colors of Benetton Women Solid Red Handbags,women,handbag,red,,,True,False,True
20571,33608,women,Accessories,Wallets,wallets,brown,Summer,2012.0,Casual,Lino Perros Women Brown Wallet,women,wallet,brown,lino perros,,True,False,True
20572,48197,men,Accessories,Eyewear,sunglasses,black,Winter,2016.0,Casual,United Colors of Benetton Men Black Sunglasses,men,sunglass,black,united,color benetton,True,False,True
20573,50954,women,Apparel,Bottomwear,jeans,blue,Winter,2011.0,Casual,Lee Womens Blue Jeans,,,blue,lee,womens,False,False,True
20574,2658,women,Accessories,Bags,handbags,pink,Winter,2015.0,Casual,Murcia Women Party Rose Pink Bag,women,,pink,murcia,party rise,True,False,True
20575,19735,women,Apparel,Topwear,shirts,white,Fall,2011.0,Casual,United Colors of Benetton Women White Shirt,women,shirt,white,united,color benetton,True,False,True
20576,46831,boys,Apparel,Topwear,shirts,pink,Summer,2012.0,Casual,Gini and Jony Boys Pink Shirt,boys,shirt,pink,gini jony,,True,False,True
20577,51886,women,Accessories,Wallets,wallets,purple,Summer,2016.0,Casual,Nyk Women Purple Wallet,women,wallet,purple,nyk,,True,False,True
20578,28072,men,Apparel,Innerwear,trunk,black,Summer,2016.0,Casual,Jockey MC Men Black Midway Classic Trunks 1101,men,trunk,black,jockey,,True,True,True
20579,50168,women,Footwear,Shoes,heels,gold,Winter,2012.0,Casual,Rocia Women Gold Toned & Beige Heels,women,heel,gold,rocia,tone beige,True,False,True
20580,27806,men,Accessories,Belts,belts,black,Summer,2013.0,Casual,Bulchee Men Reversible Plate Black Belt,men,belt,black,bulchee,reversible plate,True,False,True
20581,22548,women,Personal Care,Fragrance,deodorant,purple,Spring,2017.0,Casual,Reebok Women Reestyle Deo,women,,,reebok,reestyle deo,True,False,False
20582,49879,women,Accessories,Watches,watches,gold,Winter,2016.0,Casual,Q&Q Women Ladies ANALOG Gold Watches,women,watch,gold,q q,lady analog,True,False,True
20583,27208,men,Apparel,Bottomwear,shorts,beige,Summer,2012.0,Casual,Doodle Kids Boy  Beige Shorts,,short,beige,doodle,kid boy,False,False,True
20584,9082,men,Apparel,Bottomwear,track pants,navy blue,Fall,2011.0,Sports,ADIDAS Men Torment Pant Navy Blue Trackpant,men,,navy blue,adida,,True,False,True
20585,8150,men,Apparel,Topwear,shirts,grey,Summer,2011.0,Casual,Highlander Men Grey Checked Hadrian Slim Fit Shirt,men,shirt,grey,highlander,check hadrian slim fit,True,False,True
20586,7924,men,Apparel,Topwear,tshirts,red,Fall,2011.0,Casual,Proline Men Purple T-shirt,men,shirt,purple,proline,t -,True,False,False
20587,19507,men,Accessories,Belts,belts,brown,Fall,2011.0,Casual,Wrangler Plate Men Brown Belts,men,belt,brown,wrangl,plate,True,False,True
20588,55628,men,Footwear,Shoes,casual shoes,black,Summer,2012.0,Casual,Numero Uno Men Black Shoes,men,,black,numero uno,,True,False,True
20589,28240,men,Personal Care,Fragrance,deodorant,blue,Spring,2017.0,Casual,Park Avenue Men Good Morning Deo,men,,,park avenue,good morning deo,True,False,False
20590,51288,girls,Accessories,Eyewear,sunglasses,pink,Fall,2012.0,Casual,Hop Scotch Girls Pink Sunglasses,girls,sunglass,pink,hop scotch,,True,False,True
20591,7118,unisex,Accessories,Bags,backpacks,blue,Winter,2015.0,Casual,Wildcraft Unisex Meteor Blue & Black Backpack,unisex,backpack,blue,wildcraft,,True,False,True
20592,56891,women,Footwear,Shoes,heels,red,Winter,2012.0,Casual,HM Women Red Flats,women,,red,hm,flat,True,False,True
20593,36148,men,Footwear,Shoes,casual shoes,black,Summer,2012.0,Casual,Nike Men Dunk Low Black Shoes,men,,black,nike,dunk low,True,False,True
20594,58137,women,Accessories,Jewellery,earrings,gold,Fall,2012.0,Casual,Rreverie Gold Plated Earrings,,earring,gold,rreverie,plate,False,False,True
20595,57943,men,Footwear,Shoes,casual shoes,black,Spring,2012.0,Casual,Clarks Men Black Casual Shoes,men,casual shoe,black,clark,,True,False,True
20596,44568,men,Footwear,Sandal,sandals,brown,Summer,2012.0,Casual,Coolers Men Brown Sandals,men,sandal,brown,,cooler,True,False,True
20597,36974,women,Accessories,Bags,clutches,black,Summer,2012.0,Casual,Lino Perros Women Black Clutch,women,clutch,black,lino perros,,True,False,True
20598,26547,men,Footwear,Shoes,casual shoes,black,Fall,2012.0,Casual,ID Men Black & Grey Shoes,men,,black,d,grey,True,False,True
20599,12772,women,Apparel,Topwear,kurtas,blue,Fall,2011.0,Ethnic,Mother Earth Women Classic Blue Kurtas,women,kurta,blue,mother earth,classic,True,False,True
20600,42002,girls,Apparel,Bottomwear,capris,pink,Summer,2012.0,Casual,Gini and Jony Girls Kinky Pink Capris,girls,capris,pink,gini jony,kinky,True,True,True
20601,3325,men,Apparel,Topwear,tshirts,red,Summer,2011.0,Sports,KXIP Mens Take Down Jersey,men,,,kxip,jersey,True,False,False
20602,23809,men,Footwear,Shoes,casual shoes,black,Summer,2011.0,Casual,Clarks Men Black Leather Boots,men,,black,clark,leather boot,True,False,True
20603,54167,women,Accessories,Jewellery,necklace and chains,red,Fall,2012.0,Casual,Femella Red Necklace,,,red,femella,,False,False,True
20604,18248,men,Apparel,Topwear,tshirts,black,Fall,2011.0,Casual,Manchester United Men Printed Black Tshirt,men,,black,manchester united,,True,False,True
20605,27495,women,Apparel,Innerwear,briefs,white,Winter,2015.0,Casual,Jockey Women White Briefs,women,brief,white,jockey,,True,False,True
20606,55889,women,Personal Care,Nails,nail polish,green,Spring,2017.0,Casual,Colorbar Exclusive Nail Lacquer 18,,,,colorbar,,False,False,False
20607,7785,men,Apparel,Topwear,tshirts,charcoal,Fall,2011.0,Casual,Proline Men Charcoal Grey Polo T-shirt,men,shirt,charcoal,proline,grey polo t -,True,False,True
20608,51415,men,Apparel,Topwear,shirts,pink,Summer,2012.0,Casual,Myntra Men Light Pink Shirt,men,shirt,pink,myntra,light,True,False,True
20609,17200,men,Apparel,Topwear,sweaters,red,Winter,2016.0,Casual,U.S. Polo Assn. Men Solid Tibetian Red Sweater,men,sweater,red,u s,,True,False,True
20610,23035,men,Apparel,Topwear,shirts,lavender,Fall,2011.0,Formal,Arrow Men Lavender Striped Shirt,men,shirt,lavender,arrow,striped,True,False,True
20611,34082,men,Footwear,Shoes,casual shoes,black,Summer,2016.0,Casual,Clarks Men Black Nature Three Leather Casual Shoes,men,casual shoe,black,clark,nature leather,True,False,True
20612,6657,women,Footwear,Flip Flops,flip flops,brown,Summer,2011.0,Casual,Nike Women's Butterfly Thong Brown Flip Flop,women,,brown,nike,,True,False,True
20613,47570,women,Footwear,Shoes,heels,purple,Winter,2012.0,Casual,Portia Women Purple Flats,women,flat,purple,portia,,True,False,True
20614,10819,men,Apparel,Topwear,shirts,black,Fall,2011.0,Casual,Wrangler Men City Work Black Shirts,men,shirt,black,wrangl,city work,True,False,True
20615,37607,girls,Apparel,Topwear,tshirts,sea green,Summer,2012.0,Casual,Madagascar3 Girls Sea Green Printed T-Shirt,girls,shirt,sea green,madagascar,print t -,True,False,True
20616,14485,men,Footwear,Shoes,casual shoes,black,Fall,2011.0,Casual,Flying Machine Men Casual Black Casual Shoes,men,casual shoe,black,fly machine,,True,False,True
20617,15557,men,Apparel,Topwear,sweaters,blue,Fall,2011.0,Casual,Spykar Men Stripes Blue Sweaters,men,sweater,blue,spykar,stripe,True,False,True
20618,59678,women,Apparel,Innerwear,briefs,white,Summer,2014.0,Casual,Avirate Black & White  Brief,,brief,black,avirate,white,False,False,False
20619,21762,men,Accessories,Belts,belts,black,Fall,2011.0,Casual,Fossil Men Mead Black Belt,men,belt,black,fossil,mead,True,False,True
20620,4100,women,Footwear,Sandal,sports sandals,pink,Winter,2011.0,Casual,Puma Women Pink Grey Sandal,women,,pink,puma,grey,True,False,True
20621,45227,men,Accessories,Watches,watches,black,Winter,2016.0,Casual,CASIO YOUTH Men Black Dial Analogue & Digital Watch AD137,men,watch,black,casio,,True,False,True
20622,10025,women,Apparel,Topwear,tshirts,pink,Fall,2011.0,Sports,Nike Women As Element Ja Pink T-Shirt,women,shirt,pink,nike,,True,False,True
20623,40755,women,Footwear,Flip Flops,flip flops,white,Winter,2012.0,Casual,Roxy Women White Flip Flops,women,flip flop,white,roxy,,True,False,True
20624,32375,men,Accessories,Watches,watches,black,Winter,2016.0,Casual,Q&Q Men Black Dial Watch,men,watch,black,q q,dial,True,False,True
20625,41687,women,Footwear,Shoes,heels,beige,Winter,2012.0,Casual,Catwalk Women Beige Heels,women,heel,beige,catwalk,,True,False,True
20626,20482,women,Accessories,Wallets,wallets,green,Winter,2015.0,Casual,Baggit Women Parinacrush Green Wallet,women,wallet,green,baggit,parinacrush,True,False,True
20627,37435,women,Accessories,Bags,handbags,black,Summer,2012.0,Casual,Murcia Women Black Handbag,women,handbag,black,murcia,,True,False,True
20628,4332,men,Footwear,Shoes,sports shoes,blue,Summer,2011.0,Sports,Puma Men's Graffiti Blue Black Orange Shoe,men,,blue,puma,,True,False,True
20629,45015,men,Accessories,Watches,watches,grey,Winter,2016.0,Casual,Maxima Men Attivo Digital Watch,men,watch,,maxima,attivo digital,True,False,False
20630,15765,men,Apparel,Innerwear,innerwear vests,yellow,Summer,2016.0,Casual,Facit Men Hunk Yellow Innerwear Vest,men,innerwear vest,yellow,facit,hunk,True,False,True
20631,21550,women,Accessories,Bags,handbags,maroon,Winter,2015.0,Casual,Kiara Women Small Pocket Maroon Handbag,women,handbag,maroon,kiara,small pocket,True,False,True
20632,40567,women,Apparel,Topwear,kurtas,brown,Summer,2012.0,Ethnic,W Women Brown Kurta,women,kurta,brown,,w,True,False,True
20633,33095,women,Footwear,Shoes,heels,beige,Winter,2015.0,Casual,Catwalk Women Beige Flats,women,,beige,catwalk,flat,True,False,True
20634,24022,men,Apparel,Topwear,tshirts,white,Fall,2011.0,Casual,Locomotive Men Printed White T-shirt,men,shirt,white,locomotive,,True,False,True
20635,10217,women,Accessories,Bags,handbags,pink,Winter,2015.0,Casual,Murcia Women Kkhh Pink Handbags,women,handbag,pink,murcia,kkhh,True,False,True
20636,56402,women,Footwear,Shoes,flats,beige,Winter,2012.0,Casual,Rocia Women Beige & Gold Sandals,women,,,rocia,gold,True,False,False
20637,45829,women,Footwear,Shoes,heels,brown,Summer,2012.0,Casual,Senorita Women Brown Flats,women,,brown,senorita,flat,True,False,True
20638,42230,women,Apparel,Topwear,tops,blue,Summer,2012.0,Casual,Sepia Women Blue Top,women,,blue,sepia,,True,False,True
20639,12540,women,Apparel,Topwear,tshirts,blue,Fall,2011.0,Casual,Tantra Women Blue Printed T-shirt,women,shirt,blue,tantra,print t -,True,False,True
20640,55287,women,Personal Care,Makeup,highlighter and blush,skin,Spring,2017.0,Casual,Lakme Desert Rose Face Sheer,,,,lakme,desert rise face sheer,False,False,False
20641,30610,men,Apparel,Bottomwear,shorts,black,Summer,2012.0,Sports,Nike Men Black Shorts,men,short,black,nike,,True,False,True
20642,51627,women,Accessories,Watches,watches,white,Winter,2016.0,Casual,FOSSIL Women White Dial Watch ES3013,women,watch,white,fossil,dial,True,False,True
20643,46690,men,Personal Care,Fragrance,perfume and body mist,brown,Spring,2017.0,Casual,Rasasi Men Knowledge Perfume,men,,,rasasi,knowledge,True,False,False
20644,19994,men,Apparel,Topwear,tshirts,black,Summer,2011.0,Casual,United Colors of Benetton Men Solid Black TShirt,men,,black,,,True,False,True
20645,35362,women,Footwear,Shoes,heels,multi,Summer,2012.0,Casual,Senorita Women Multi Coloured Flats,women,,multi,senorita,coloured flat,True,False,True
20646,18846,men,Apparel,Topwear,tshirts,yellow,Fall,2011.0,Casual,Puma Men Graphic Print Yellow Chrome Tshirt,men,,yellow,puma,,True,False,True
20647,6465,men,Footwear,Shoes,casual shoes,white,Summer,2011.0,Casual,Lotto Men's Leisure White Shoe,men,,white,lotto,s leisure,True,False,True
20648,17032,men,Footwear,Shoes,casual shoes,red,Summer,2013.0,Casual,GAS Men Red Europa Sneakers,men,,red,gas,europa sneaker,True,False,True
20649,23207,men,Apparel,Topwear,shirts,blue,Fall,2011.0,Casual,Highlander Men Blue Check Shirt,men,shirt,blue,highlander,check,True,False,True
20650,4756,men,Apparel,Topwear,tshirts,white,Summer,2011.0,Sports,ADIDAS Men's Force Polo White T-shirt,men,shirt,white,adida,,True,False,True
20651,15301,men,Footwear,Shoes,sports shoes,white,Fall,2011.0,Sports,ADIDAS Men Ranger White Sports Shoes,men,sport shoe,white,adida,ranger,True,False,True
20652,21134,women,Apparel,Topwear,sweaters,grey,Fall,2011.0,Casual,s.Oliver Women Solid Grey Sweater,women,sweater,grey,s oliver,solid,True,False,True
20653,38825,women,Apparel,Topwear,tops,magenta,Summer,2012.0,Casual,Latin Quarters Women Magenta & Brown Check Top,women,,magenta,latin quarter,brown check,True,False,True
20654,37051,women,Accessories,Belts,belts,black,Summer,2012.0,Casual,Lino Perros Women Black Belt,women,belt,black,lino perros,,True,False,True
20655,57988,women,Apparel,Dress,dresses,orange,Fall,2012.0,Casual,Latin Quarters Women Orange Dress,women,dress,orange,latin quarter,,True,False,True
20656,5684,men,Footwear,Shoes,casual shoes,black,Winter,2015.0,Casual,Skechers Men Black Shoe,men,,black,skecher,,True,False,True
20657,56066,women,Personal Care,Lips,lipstick,red,Spring,2017.0,Casual,Colorbar Diva Dress To Impress Lipstick 003,,lipstick,,colorbar,,False,True,False
20658,25594,women,Apparel,Apparel Set,kurta sets,white,Fall,2011.0,Ethnic,Vishudh Women White and Black Churidar Kurta with Dupatta,women,dupatta,white,vishudh,black churidar kurta,True,False,True
20659,32523,men,Personal Care,Fragrance,fragrance gift set,black,Spring,2017.0,Casual,Tonino Lamborghini Feroce For Men Fragrance Gift Set,men,fragrance gift set,,tonino lamb,##orghini feroce,True,True,False
20660,21908,women,Apparel,Apparel Set,kurta sets,blue,Fall,2011.0,Ethnic,Biba Women Blue & Pink Churidar Kurta with Dupatta,women,dupatta,blue,biba,pink churidar kurta,True,False,True
20661,40103,men,Apparel,Topwear,tshirts,navy blue,Summer,2012.0,Casual,ADIDAS Men Navy Blue T-shirt,men,shirt,navy blue,adida,t -,True,False,True
20662,38019,women,Accessories,Watches,watches,orange,Winter,2016.0,Casual,Q&Q Women Orange Watch,women,watch,orange,q q,,True,False,True
20663,24446,women,Apparel,Innerwear,briefs,green,Summer,2017.0,Casual,Beyouty Women Pack of 3 Briefs,women,brief,,beyouty,pack,True,False,False
20664,10673,women,Apparel,Topwear,tops,black,Fall,2011.0,Casual,Doodle Girl Ballet School Black Tops,girl,top,black,doodle,ballet school,False,False,True
20665,54731,men,Footwear,Shoes,casual shoes,black,Spring,2012.0,Casual,Vans Men Black & Grey Shoes,men,,black,van,,True,False,True
20666,9049,men,Footwear,Shoes,sports shoes,white,Fall,2011.0,Sports,ADIDAS Men Tip Off 2 White Sports Shoes,men,sport shoe,white,adida,tip,True,False,True
20667,30274,men,Accessories,Eyewear,sunglasses,grey,Summer,2017.0,Casual,Speedo Men Sheet Sunglasses,men,sunglass,,speedo,sheet,True,False,False
20668,43786,women,Accessories,Jewellery,earrings,black,Fall,2012.0,Casual,Royal Diadem Black Earrings,,earring,black,royal diadem,,False,False,True
20669,42654,women,Apparel,Topwear,kurtas,white,Summer,2012.0,Ethnic,Alma Women White Printed Kurta,women,kurta,white,alma,print,True,False,True
20670,3573,women,Apparel,Topwear,tshirts,purple,Summer,2011.0,Casual,ADIDAS Women's Royal Lavender T-shirt,women,shirt,,adida,s royal lavender t -,True,False,False
20671,26311,men,Apparel,Bottomwear,shorts,charcoal,Summer,2012.0,Sports,Proline Charcoal Grey Shorts,,short,charcoal,proline,grey,False,False,True
20672,12124,women,Apparel,Topwear,kurtas,maroon,Fall,2011.0,Ethnic,Aurelia Women Printed Maroon Kurtas,women,kurta,maroon,aurelia,print,True,False,True
20673,6001,men,Apparel,Topwear,shirts,grey,Summer,2011.0,Casual,Highlander Men Grey Red Checked Slim Fit Shirt,men,shirt,grey,highlander,red check slim fit,True,False,True
20674,47326,women,Accessories,Bags,handbags,olive,Fall,2012.0,Casual,Baggit Women Olive Green Handbag,women,handbag,olive,baggit,green,True,False,True
20675,9875,men,Apparel,Topwear,shirts,purple,Fall,2011.0,Casual,Indigo Nation Men Price catch Purple Shirts,men,shirt,purple,indigo nation,price catch,True,False,True
20676,17456,women,Accessories,Watches,watches,cream,Winter,2016.0,Casual,Casio Enticer Women Cream-Coloured Dial Chronograph Watch SH61,women,watch,cream,casio enticer,- colour dial chronograph,True,False,True
20677,50391,women,Accessories,Watches,watches,silver,Winter,2016.0,Casual,Miss Sixty Silver Dial Watch,,watch,silver,miss,dial,False,False,True
20678,12918,men,Apparel,Topwear,tshirts,black,Fall,2011.0,Casual,Spykar Men Stripe Black T-Shirts,men,shirt,black,spykar,,True,False,True
20679,35706,women,Footwear,Shoes,casual shoes,white,Summer,2012.0,Casual,Nike Women Court Majestic White Shoes,women,,white,nike,court majestic,True,False,True
20680,2693,boys,Apparel,Topwear,shirts,yellow,Summer,2011.0,Casual,Disney Kids Boy's Yellow Kidswear,boy,,yellow,disney,,False,False,True
20681,30046,men,Accessories,Watches,watches,blue,Winter,2016.0,Casual,SKAGEN DENMARK Men Blue Dial Watch 568LSLZI,men,watch,blue,skagen,,True,False,True
20682,28885,women,Apparel,Innerwear,briefs,brown,Summer,2012.0,Casual,Enamor Women Brown Low-Rise Bikini Brief,women,brief,brown,enamor,low - rise bikini,True,False,True
20683,54503,women,Accessories,Bags,handbags,blue,Summer,2012.0,Casual,Lino Perros Women Blue Handbag,women,handbag,blue,lino perros,,True,False,True
20684,47928,women,Accessories,Bags,handbags,blue,Summer,2012.0,Casual,Murcia Women Blue Handbag,women,handbag,blue,murcia,,True,False,True
20685,26123,men,Apparel,Topwear,shirts,black,Summer,2012.0,Formal,John Miller Men Striped Black Shirt,men,shirt,black,john miller,stripe,True,False,True
20686,12316,men,Apparel,Topwear,shirts,white,Fall,2011.0,Formal,Genesis Men Check White Shirts,men,shirt,white,genesis,check,True,False,True
20687,29957,men,Accessories,Eyewear,sunglasses,copper,Winter,2016.0,Casual,Cat Men Metal Sunglasses,men,sunglass,metal,cat,,True,False,False
20688,3741,unisex,Apparel,Topwear,tshirts,orange,Summer,2011.0,Casual,Tantra Kid's Naughty Orange Kidswear,,,orange,tantra,,False,False,True
20689,31194,men,Accessories,Wallets,wallets,black,Summer,2012.0,Casual,Cabarelli Men Black & Beige Wallet,men,wallet,black,cabarelli,beige,True,False,True
20690,17664,women,Footwear,Shoes,casual shoes,blue,Winter,2015.0,Casual,Catwalk Women Pumps Blue Casual Shoe,women,casual shoe,blue,catwalk,pump,True,False,True
20691,23451,men,Apparel,Bottomwear,jeans,black,Summer,2012.0,Casual,Deni Yo Men Black Washed Slim Fit Jeans,men,jean,black,deni yo,wash slim fit,True,False,True
20692,48960,men,Accessories,Jewellery,ring,steel,Summer,2013.0,Casual,Revv Men Steel Ring,men,ring,steel,revv,,True,True,True
20693,6233,women,Apparel,Topwear,tshirts,green,Summer,2011.0,Casual,UCB Women's Basic Neck Green T-shirt,women,shirt,green,ucb,,True,False,True
20694,47114,boys,Footwear,Flip Flops,flip flops,navy blue,Fall,2012.0,Casual,Marvel Boys Navy Blue Slippers,boys,,navy blue,marvel,slipper,True,False,True
20695,35534,girls,Footwear,Shoes,casual shoes,yellow,Summer,2012.0,Casual,Enroute Girls Yellow Shoes,girls,,yellow,enroute,,True,False,True
20696,22583,men,Apparel,Topwear,tshirts,purple,Fall,2011.0,Casual,Nike Men Purple T-shirt,men,shirt,purple,nike,t -,True,False,True
20697,21306,women,Accessories,Eyewear,sunglasses,purple,Winter,2016.0,Casual,Celine Dion Women Purple Frame Sunglasses,women,sunglass,purple,celine dion,frame,True,False,True
20698,4564,women,Footwear,Shoes,sports shoes,white,Summer,2011.0,Sports,Nike Women Dow White Shoe,women,,white,nike,dow,True,False,True
20699,45643,men,Apparel,Innerwear,briefs,white,Summer,2016.0,Casual,Park Avenue Men White Fashion Brief,men,brief,white,park avenue,fashion,True,False,True
20700,44791,men,Apparel,Innerwear,boxers,blue,Summer,2016.0,Casual,Calvin Klein Mens blue Boxers,,boxer,blue,calvin klein,mens,False,False,True
20701,37263,unisex,Accessories,Bags,backpacks,olive,Summer,2012.0,Casual,Vital Gear Unisex Olive Tacti Backpack,unisex,backpack,olive,vital gear,tacti,True,False,True
20702,53726,women,Footwear,Flip Flops,flip flops,black,Summer,2012.0,Casual,ADIDAS Women Black Flip Flops,women,flop,black,adida,flip,True,False,True
20703,11593,women,Apparel,Topwear,kurtis,blue,Summer,2011.0,Ethnic,W Women Printed Blue Kurtis,women,kurtis,blue,,,True,True,True
20704,56254,men,Apparel,Loungewear and Nightwear,night suits,green,Summer,2016.0,Casual,SDL by Sweet Dreams Men Green & White Pyjama Set,men,,green,sdl sweet dream,,True,False,True
20705,10441,men,Apparel,Topwear,shirts,purple,Fall,2011.0,Casual,Flying Machine Men FS Purple Shirts,men,shirt,purple,fly machine,fs,True,False,True
20706,52432,women,Apparel,Loungewear and Nightwear,nightdress,navy blue,Winter,2015.0,Casual,Red Rose Navy Blue & White Nightdress,,nightdress,navy blue,red rose,white,False,True,True
20707,39903,men,Footwear,Shoes,sports shoes,white,Summer,2012.0,Sports,ADIDAS Men White Ranger Sports Shoes,men,sport shoe,white,adida,ranger,True,False,True
20708,41819,men,Footwear,Flip Flops,flip flops,black,Summer,2012.0,Casual,Lotto Men Black Sandy Flip Flops,men,,black,lotto,sandy flip flop,True,False,True
20709,20012,women,Apparel,Topwear,tops,lavender,Fall,2011.0,Casual,United Colors of Benetton Women Lavender Top,women,,,united,color benetton,True,False,False
20710,58108,women,Accessories,Jewellery,earrings,brown,Fall,2012.0,Casual,Rreverie Dark Brown Earrings,,earring,brown,rreverie,dark,False,False,True
20711,5670,men,Apparel,Topwear,tshirts,green,Summer,2011.0,Casual,Tantra Men Page Green T-shirt,men,shirt,green,tantra,,True,False,True
20712,56092,women,Personal Care,Lips,lip gloss,purple,Spring,2017.0,Casual,Colorbar Splendor Star Lip Gloss 015,,lip glos,,colorbar,splendor star,False,False,False
20713,11755,women,Apparel,Topwear,tops,white,Summer,2011.0,Casual,Lee Women Solid White Shirts,women,shirt,white,lee,solid,True,False,True
20714,33405,women,Accessories,Wallets,wallets,teal,Summer,2012.0,Casual,Baggit Women Border Cocoa Teal Wallet,women,wallet,teal,baggit,border cocoa,True,False,True
